Name,Platform,Year_of_Release,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Pokemon X/Pokemon Y,3DS,2013-01-01,Role-Playing,Nintendo,5.28,4.19,4.35,0.78,14.6,82.75,34.833333333333336,8.541666666666666,205.83333333333334,Atlus,M
Call of Duty: Black Ops II,PS3,2012-01-01,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,83.0,21.0,5.3,922.0,Treyarch,M
Call of Duty: Black Ops II,X360,2012-01-01,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,83.0,73.0,4.8,2256.0,Treyarch,M
Call of Duty: Modern Warfare 2,X360,2009-01-01,Shooter,Activision,8.52,3.59,0.08,1.28,13.47,94.0,100.0,6.3,2698.0,Infinity Ward,M
Call of Duty: Modern Warfare 3,PS3,2011-01-01,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88.0,39.0,3.2,5234.0,"Infinity Ward, Sledgehammer Games",M
Grand Theft Auto III,PS2,2001-01-01,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97.0,56.0,8.5,664.0,DMA Design,M
Super Smash Bros. Brawl,Wii,2008-01-01,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93.0,81.0,8.9,1662.0,Game Arts,T
Mario Kart 7,3DS,2011-01-01,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85.0,73.0,8.2,632.0,"Retro Studios, Entertainment Analysis & Development Division",E
Call of Duty: Black Ops,PS3,2010-01-01,Shooter,Activision,5.99,4.37,0.48,1.79,12.63,88.0,58.0,6.4,1094.0,Treyarch,M
Grand Theft Auto V,PS4,2014-01-01,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,97.0,66.0,8.3,2899.0,Rockstar North,M
Animal Crossing: Wild World,DS,2005-01-01,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,86.0,57.0,8.7,242.0,Nintendo,E
Halo 3,X360,2007-01-01,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12,94.0,86.0,7.8,4100.0,"Bungie Software, Bungie",M
Super Mario 64,N64,1996-01-01,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Pokemon HeartGold/Pokemon SoulSilver,DS,2009-01-01,Action,Nintendo,4.34,2.71,3.96,0.76,11.77,63.46153846153846,12.923076923076923,7.158333333333332,16.0,Griptonite Games,E10+
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014-01-01,Role-Playing,Nintendo,4.35,3.49,3.1,0.74,11.68,82.75,34.833333333333336,8.541666666666666,205.83333333333334,Atlus,M
Gran Turismo 4,PS2,2004-01-01,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,89.0,74.0,8.5,272.0,Polyphony Digital,E
Super Mario Galaxy,Wii,2007-01-01,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97.0,73.0,8.9,2147.0,Nintendo,E
Super Mario Land 2: 6 Golden Coins,GB,1992-01-01,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Grand Theft Auto IV,X360,2008-01-01,Action,Take-Two Interactive,6.76,3.07,0.14,1.03,11.01,98.0,86.0,7.9,2951.0,Rockstar North,M
Gran Turismo,PS,1997-01-01,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95,96.0,16.0,8.7,138.0,Polyphony Digital,E
Super Mario 3D Land,3DS,2011-01-01,Platform,Nintendo,4.89,3.0,2.14,0.78,10.81,90.0,82.0,8.4,921.0,Nintendo,E
Gran Turismo 5,PS3,2010-01-01,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,84.0,82.0,7.5,1112.0,Polyphony Digital,E
Call of Duty: Modern Warfare 2,PS3,2009-01-01,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,94.0,67.0,6.3,2073.0,Infinity Ward,M
Super Mario All-Stars,SNES,1993-01-01,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Grand Theft Auto IV,PS3,2008-01-01,Action,Take-Two Interactive,4.76,3.69,0.44,1.61,10.5,98.0,64.0,7.5,2833.0,Rockstar North,M
Pokemon FireRed/Pokemon LeafGreen,GBA,2004-01-01,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,77.28571428571429,36.142857142857146,8.506666666666668,120.6,Capcom,T
Super Mario 64,DS,2004-01-01,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3,60.666666666666664,7.0,4.75,7.0,Amaze Entertainment,E
Call of Duty: Ghosts,X360,2013-01-01,Shooter,Activision,6.73,2.56,0.04,0.91,10.25,73.0,29.0,2.6,2117.0,Infinity Ward,M
Just Dance 3,Wii,2011-01-01,Misc,Ubisoft,5.95,3.11,0.0,1.06,10.12,74.0,15.0,7.8,16.0,Ubisoft,E10+
New Super Mario Bros. 2,3DS,2012-01-01,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9,78.0,70.0,7.2,424.0,Nintendo,E
Mario Kart 64,N64,1996-01-01,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Halo: Reach,X360,2010-01-01,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79,9.86,91.0,99.0,7.9,2045.0,Bungie,M
Final Fantasy VII,PS,1997-01-01,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.0,20.0,9.2,1282.0,SquareSoft,T
Halo 4,X360,2012-01-01,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71,87.0,87.0,7.0,3260.0,343 Industries,M
Gran Turismo 2,PS,1999-01-01,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,93.0,23.0,9.0,135.0,Polyphony Digital,T
Just Dance 2,Wii,2010-01-01,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74.0,24.0,7.3,24.0,Ubisoft,E10+
Call of Duty: Ghosts,PS3,2013-01-01,Shooter,Activision,4.1,3.63,0.38,1.25,9.36,71.0,10.0,2.6,1047.0,Infinity Ward,M
Call of Duty 4: Modern Warfare,X360,2007-01-01,Shooter,Activision,5.93,2.36,0.13,0.9,9.31,94.0,70.0,8.4,1320.0,Infinity Ward,M
Donkey Kong Country,SNES,1994-01-01,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Minecraft,X360,2013-01-01,Misc,Microsoft Game Studios,5.7,2.65,0.02,0.81,9.18,81.36363636363636,35.96969696969697,7.7266666666666675,62.36666666666667,Harmonix Music Systems,T
Animal Crossing: New Leaf,3DS,2012-01-01,Simulation,Nintendo,2.03,2.36,4.39,0.39,9.16,88.0,70.0,8.7,626.0,Nintendo,E
Mario Party DS,DS,2007-01-01,Misc,Nintendo,4.4,1.85,1.98,0.68,8.91,72.0,27.0,7.8,85.0,Hudson Soft,E
The Elder Scrolls V: Skyrim,X360,2011-01-01,Role-Playing,Bethesda Softworks,5.05,2.79,0.1,0.85,8.79,96.0,89.0,8.4,3589.0,Bethesda Game Studios,M
Super Mario Kart,SNES,1992-01-01,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
FIFA 16,PS4,2015-01-01,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,82.0,42.0,4.3,896.0,EA Sports,E
Halo 2,XB,2004-01-01,Shooter,Microsoft Game Studios,6.82,1.53,0.05,0.08,8.49,95.0,91.0,8.2,1218.0,Bungie Software,M
Wii Party,Wii,2010-01-01,Misc,Nintendo,1.75,3.47,2.49,0.67,8.38,68.0,42.0,7.4,54.0,Nd Cube,E
Mario Party 8,Wii,2007-01-01,Misc,Nintendo,3.74,2.24,1.58,0.7,8.27,62.0,41.0,6.3,190.0,Hudson,E
FIFA Soccer 13,PS3,2012-01-01,Action,Electronic Arts,1.06,5.01,0.13,1.97,8.16,88.0,37.0,6.6,348.0,Electronic Arts,E
GoldenEye 007,N64,1997-01-01,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Pokemon Black 2/Pokemon White 2,DS,2012-01-01,Role-Playing,Nintendo,2.79,1.72,3.14,0.41,8.07,82.75,34.833333333333336,8.541666666666666,205.83333333333334,Atlus,M
Final Fantasy X,PS2,2001-01-01,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92.0,53.0,8.7,1056.0,SquareSoft,T
The Sims 3,PC,2009-01-01,Simulation,Electronic Arts,0.99,6.42,0.0,0.6,8.01,86.0,75.0,7.6,886.0,The Sims Studio,T
Mario & Sonic at the Olympic Games,Wii,2007-01-01,Sports,Sega,2.57,3.86,0.66,0.91,7.99,76.06349206349206,24.6984126984127,7.116535433070866,45.338582677165356,EA Canada,E
Star Wars Battlefront (2015),PS4,2015-01-01,Shooter,Electronic Arts,2.99,3.49,0.22,1.28,7.98,74.6923076923077,37.19230769230769,7.268000000000001,443.68,Gearbox Software,M
Final Fantasy VIII,PS,1999-01-01,Role-Playing,SquareSoft,2.28,1.72,3.63,0.23,7.86,90.0,24.0,8.6,644.0,SquareSoft,T
Pac-Man,2600,1982-01-01,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Pokémon Platinum Version,DS,2008-01-01,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,83.0,46.0,8.5,203.0,Game Freak,E
Grand Theft Auto: Liberty City Stories,PSP,2005-01-01,Action,Take-Two Interactive,2.9,2.81,0.24,1.73,7.69,88.0,65.0,7.6,451.0,Rockstar Leeds,M
Call of Duty: Advanced Warfare,PS4,2014-01-01,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,83.0,39.0,5.7,1443.0,Sledgehammer Games,M
The Legend of Zelda: Ocarina of Time,N64,1998-01-01,Action,Nintendo,4.1,1.89,1.45,0.16,7.6,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
FIFA 17,PS4,2016-01-01,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59,85.0,41.0,5.0,398.0,"EA Sports, EA Vancouver",E
Crash Bandicoot 2: Cortex Strikes Back,PS,1997-01-01,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31,7.58,78.71428571428571,26.428571428571427,8.299999999999999,25.571428571428573,Capcom,E
Super Smash Bros. for Wii U and 3DS,3DS,2014-01-01,Fighting,Nintendo,3.27,1.37,2.43,0.48,7.55,77.86206896551724,23.862068965517242,7.533333333333333,36.72727272727273,Arc System Works,T
Super Mario Galaxy 2,Wii,2010-01-01,Platform,Nintendo,3.56,2.35,0.98,0.62,7.51,97.0,87.0,9.1,1854.0,Nintendo EAD Tokyo,E
Super Mario Bros. 2,NES,1988-01-01,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Call of Duty: Black Ops 3,XOne,2015-01-01,Shooter,Activision,4.59,2.11,0.01,0.68,7.39,74.6923076923077,37.19230769230769,7.268000000000001,443.68,Gearbox Software,M
Call of Duty: World at War,X360,2008-01-01,Shooter,Activision,4.81,1.88,0.0,0.69,7.38,84.0,84.0,7.6,580.0,Treyarch,M
Battlefield 3,X360,2011-01-01,Shooter,Electronic Arts,4.46,2.11,0.06,0.69,7.32,84.0,57.0,7.4,2142.0,EA DICE,M
Need for Speed Underground,PS2,2003-01-01,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0,33.0,8.6,171.0,EA Black Box,E
Just Dance,Wii,2009-01-01,Misc,Ubisoft,3.48,2.99,0.0,0.73,7.2,49.0,21.0,8.0,110.0,Ubisoft Paris,E10+
Battlefield 3,PS3,2011-01-01,Shooter,Electronic Arts,2.85,2.89,0.35,1.08,7.17,85.0,38.0,7.5,1761.0,EA DICE,M
Fallout 4,PS4,2015-01-01,Role-Playing,Bethesda Softworks,2.53,3.27,0.24,1.13,7.16,87.0,58.0,6.5,4228.0,Bethesda Game Studios,M
Tekken 3,PS,1998-01-01,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16,96.0,15.0,9.1,367.0,Namco,T
The Legend of Zelda: Twilight Princess,Wii,2006-01-01,Action,Nintendo,3.74,2.14,0.6,0.68,7.15,95.0,73.0,9.0,1658.0,Nintendo,T
Pokemon Sun/Moon,3DS,2016-01-01,Role-Playing,Nintendo,2.98,1.45,2.26,0.45,7.14,82.75,34.833333333333336,8.541666666666666,205.83333333333334,Atlus,M
Crash Bandicoot 3: Warped,PS,1998-01-01,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,91.0,12.0,8.9,432.0,Naughty Dog,E
Mario Kart 8,WiiU,2014-01-01,Racing,Nintendo,3.15,2.15,1.28,0.51,7.09,88.0,82.0,9.1,1599.0,Nintendo,E
Super Smash Bros. Melee,GC,2001-01-01,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92.0,38.0,9.1,568.0,HAL Labs,T
Mario Kart: Double Dash!!,GC,2003-01-01,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,64.0952380952381,16.571428571428573,7.613333333333333,8.4,Climax Group,E
Need for Speed Underground 2,PS2,2004-01-01,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,82.0,39.0,8.6,132.0,EA Canada,E
Medal of Honor: Frontline,PS2,2002-01-01,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,29.0,8.5,135.0,EA LA,T
Crash Bandicoot,PS,1996-01-01,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,78.71428571428571,26.428571428571427,8.299999999999999,25.571428571428573,Capcom,E
Just Dance 4,Wii,2012-01-01,Misc,Ubisoft,4.05,2.16,0.0,0.55,6.76,74.0,10.0,7.3,28.0,Ubisoft,E10+
Gears of War 2,X360,2008-01-01,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93.0,90.0,7.7,2739.0,Epic Games,M
Uncharted 3: Drake's Deception,PS3,2011-01-01,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92.0,97.0,8.3,3712.0,Naughty Dog,T
Zumba Fitness,Wii,2010-01-01,Sports,505 Games,3.45,2.59,0.0,0.66,6.71,42.0,10.0,4.65,10.0,"Pipeworks Software, Inc.",E
Call of Duty 4: Modern Warfare,PS3,2007-01-01,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94.0,44.0,8.4,993.0,Infinity Ward,M
Uncharted 2: Among Thieves,PS3,2009-01-01,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96.0,105.0,8.8,5187.0,Naughty Dog,T
FIFA 12,PS3,2011-01-01,Sports,Electronic Arts,0.84,4.3,0.11,1.39,6.65,76.06349206349206,24.6984126984127,7.116535433070866,45.338582677165356,EA Canada,E
Big Brain Academy,DS,2005-01-01,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74.0,45.0,7.4,27.0,Nintendo,E
The Legend of Zelda,NES,1986-01-01,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Red Dead Redemption,PS3,2010-01-01,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,95.0,73.0,8.8,2456.0,Rockstar San Diego,M
FIFA 14,PS3,2013-01-01,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37.0,4.3,576.0,EA Canada,E
Assassin's Creed III,PS3,2012-01-01,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1307.0,Ubisoft,M
Donkey Kong Country Returns,Wii,2010-01-01,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87.0,77.0,8.6,368.0,Retro Studios,E
Halo: Combat Evolved,XB,2001-01-01,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68.0,8.6,1283.0,Bungie Software,M
The Elder Scrolls V: Skyrim,PS3,2011-01-01,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2527.0,Bethesda Game Studios,M
Pokémon Emerald Version,GBA,2004-01-01,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,28.0,9.0,222.0,Game Freak,E
Kingdom Hearts,PS2,2002-01-01,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.8,597.0,SquareSoft,E
Pokémon Crystal Version,GB,2000-01-01,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Halo 3: ODST,X360,2009-01-01,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83.0,94.0,7.1,1163.0,"Bungie Software, Bungie",M
Red Dead Redemption,X360,2010-01-01,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95.0,96.0,9.0,2316.0,Rockstar San Diego,M
Super Mario Sunshine,GC,2002-01-01,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,439.0,Nintendo,E
Street Fighter II: The World Warrior,SNES,1992-01-01,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
World of Warcraft,PC,2004-01-01,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29,93.0,57.0,7.3,2182.0,Blizzard Entertainment,T
Driver,PS,1999-01-01,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,78.0,Reflections Interactive,T
Gears of War 3,X360,2011-01-01,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91.0,96.0,7.8,1504.0,Epic Games,M
Kinect Sports,X360,2010-01-01,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51.0,7.4,95.0,Rare Ltd.,E10+
Gears of War,X360,2006-01-01,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94.0,88.0,8.3,2295.0,Epic Games,M
FIFA 15,PS4,2014-01-01,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82.0,47.0,5.7,988.0,EA Sports,E
Metal Gear Solid 2: Sons of Liberty,PS2,2001-01-01,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42.0,8.7,1026.0,KCEJ,M
Sonic the Hedgehog 2,GEN,1992-01-01,Platform,Sega,4.47,1.2,0.16,0.19,6.03,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Metal Gear Solid,PS,1998-01-01,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,9.4,918.0,KCEJ,M
Metal Gear Solid 4: Guns of the Patriots,PS3,2008-01-01,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82.0,8.7,3558.0,Kojima Productions,M
Final Fantasy XII,PS2,2006-01-01,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,972.0,Square Enix,T
The Last of Us,PS3,2013-01-01,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M
LittleBigPlanet,PS3,2008-01-01,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85.0,6.8,5311.0,"SCE/WWS, Media Molecule",E
Resident Evil 2,PS,1998-01-01,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.2,364.0,Capcom,M
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009-01-01,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.8,197.0,Level 5,E10+
Tekken 2,PS,1996-01-01,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.9,102.0,Namco,T
Destiny,PS4,2014-01-01,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0,"Bungie Software, Bungie",T
LEGO Star Wars: The Complete Saga,Wii,2007-01-01,Action,LucasArts,3.57,1.55,0.0,0.51,5.64,80.0,17.0,8.9,62.0,Traveller's Tales,E10+
Cooking Mama,DS,2006-01-01,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35.0,7.2,21.0,Taito Corporation,E
Tetris,NES,1988-01-01,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Super Smash Bros.,N64,1999-01-01,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,68.9971185166625,26.440992232523175,7.126899879372738,163.0088459991958,Unknown,E
Assassin's Creed II,PS3,2009-01-01,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0,Ubisoft Montreal,M
Assassin's Creed,X360,2007-01-01,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,Ubisoft Montreal,M
Forza Motorsport 3,X360,2009-01-01,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8.0,516.0,Turn 10,E
Super Mario Advance,GBA,2001-01-01,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,Nintendo,E
